"district","active_customer_count","average_spending","most_spent_category"
"Lilongwe","1","4.9900000000000000","Drama"
"Lilongwe","1","4.9900000000000000","Foreign"
"Lilongwe","1","7.9900000000000000","Horror"
"Lima","5","4.7900000000000000","Horror"
"Lima","3","5.9900000000000000","Drama"
"Lima","3","4.3233333333333333","Classics"
"Lima","2","4.9900000000000000","Sci-Fi"
"Lima","2","6.9900000000000000","New"
"Lima","1","4.9900000000000000","Documentary"
"Lipetsk","5","4.5900000000000000","Comedy"
"Lipetsk","4","5.2400000000000000","Action"
"Lipetsk","4","6.7400000000000000","Games"
"Lipetsk","3","4.3233333333333333","Classics"
"Lipetsk","3","4.6566666666666667","Travel"
"Lipetsk","3","4.9900000000000000","Children"
"Lipetsk","2","5.4900000000000000","Sports"
"Lipetsk","2","4.9900000000000000","Horror"
"Lipetsk","2","5.4900000000000000","Music"
"Lipetsk","1","6.9900000000000000","Sci-Fi"
"Loja","4","5.4900000000000000","Animation"
"Loja","4","5.2400000000000000","Comedy"
"Loja","2","6.9900000000000000","Drama"
"Loja","2","5.9900000000000000","Sci-Fi"
"Loja","1","4.9900000000000000","Horror"
"Loja","1","9.9900000000000000","Children"
"Loja","1","6.9900000000000000","New"
"Loja","1","8.9900000000000000","Music"
"Lombardia","6","4.8233333333333333","Family"
"Lombardia","4","5.7400000000000000","Animation"
"Lombardia","4","4.9900000000000000","Music"
"Lombardia","4","4.2400000000000000","Drama"
"Lombardia","4","4.7400000000000000","Travel"
"Lombardia","4","5.7400000000000000","Sports"
"Lombardia","3","4.3233333333333333","New"
"Lombardia","3","5.3233333333333333","Sci-Fi"
"Lombardia","3","4.6566666666666667","Games"
"Lombardia","2","5.4900000000000000","Documentary"
"Lombardia","1","4.9900000000000000","Comedy"
"Lubelskie","3","5.3233333333333333","Horror"
"Lubelskie","3","4.9900000000000000","Comedy"
"Lubelskie","3","5.6566666666666667","New"
"Lubelskie","1","5.9900000000000000","Sports"
"Lubelskie","1","4.9900000000000000","Children"
"Lubelskie","1","7.9900000000000000","Drama"
"Lubelskie","1","4.9900000000000000","Family"
"Lubelskie","1","4.9900000000000000","Foreign"
"Madhya Pradesh","10","4.6900000000000000","Foreign"
"Madhya Pradesh","9","4.3222222222222222","Classics"
"Madhya Pradesh","7","4.5614285714285714","Children"
"Madhya Pradesh","5","4.3900000000000000","Travel"
"Madhya Pradesh","5","4.1900000000000000","Action"
"Madhya Pradesh","4","4.4900000000000000","New"
"Madhya Pradesh","3","4.6566666666666667","Comedy"
"Madhya Pradesh","2","8.4900000000000000","Horror"
"Mahajanga","2","4.9900000000000000","Sci-Fi"
"Mahajanga","2","6.9900000000000000","New"
"Mahajanga","2","5.9900000000000000","Comedy"
"Mahajanga","1","4.9900000000000000","Foreign"
"Maharashtra","17","5.1076470588235294","Children"
"Maharashtra","16","4.3650000000000000","Documentary"
"Maharashtra","13","4.0669230769230769","Sports"
"Maharashtra","11","4.8081818181818182","Drama"
"Maharashtra","10","4.4900000000000000","Foreign"
"Maharashtra","10","4.7900000000000000","Games"
"Maharashtra","9","4.5455555555555556","Music"
"Maharashtra","9","4.7677777777777778","Travel"
"Manab","3","5.3233333333333333","Games"
"Manab","2","6.4900000000000000","Animation"
"Manab","2","5.4900000000000000","Foreign"
"Manab","1","4.9900000000000000","Drama"
"Manab","1","7.9900000000000000","Sports"
"Manab","1","8.9900000000000000","New"
"Mandalay","3","4.3233333333333333","Horror"
"Mandalay","2","5.9900000000000000","Travel"
"Mandalay","2","4.9900000000000000","Comedy"
"Mandalay","1","4.9900000000000000","Documentary"
"Mandalay","1","5.9900000000000000","New"
"Mandalay","1","4.9900000000000000","Animation"
"Mandalay","1","5.9900000000000000","Classics"
"Markazi","3","5.9900000000000000","Classics"
"Markazi","2","4.9900000000000000","Comedy"
"Markazi","1","4.9900000000000000","Foreign"
"Markazi","1","6.9900000000000000","Family"
"Masqat","2","5.4900000000000000","Sports"
"Masqat","2","6.9900000000000000","Comedy"
"Masqat","2","4.4900000000000000","Horror"
"Masqat","1","4.9900000000000000","Documentary"
"Masqat","1","4.9900000000000000","Drama"
"Massachusetts","4","7.2400000000000000","Sports"
"Massachusetts","3","4.6566666666666667","New"
"Massachusetts","2","4.4900000000000000","Drama"
"Massachusetts","1","7.9900000000000000","Comedy"
"Massachusetts","1","4.9900000000000000","Action"
"Massachusetts","1","7.9900000000000000","Classics"
"Massachusetts","1","6.9900000000000000","Horror"
"Mazowieckie","4","4.4900000000000000","Music"
"Mazowieckie","4","5.4900000000000000","Sports"
"Mazowieckie","3","6.3233333333333333","New"
"Mazowieckie","1","4.9900000000000000","Action"
"Mazowieckie","1","4.9900000000000000","Documentary"
"Mazowieckie","1","5.9900000000000000","Comedy"
"Mazowieckie","1","8.9900000000000000","Family"
"Mazowieckie","1","4.9900000000000000","Travel"
"Mazowieckie","1","4.9900000000000000","Foreign"
"Mekka","6","5.6566666666666667","Family"
"Mekka","5","4.5900000000000000","New"
"Mekka","4","4.7400000000000000","Sports"
"Mekka","2","8.4900000000000000","Horror"
"Mekka","2","6.9900000000000000","Children"
"Mekka","2","7.4900000000000000","Classics"
"Mekka","1","6.9900000000000000","Comedy"
"Michigan","6","5.3233333333333333","Documentary"
"Michigan","6","4.6566666666666667","Music"
"Michigan","5","4.5900000000000000","Family"
"Michigan","4","4.4900000000000000","Comedy"
"Michigan","4","5.9900000000000000","Drama"
"Michigan","3","4.3233333333333333","Horror"
"Michigan","2","5.4900000000000000","Sports"
"Michigan","2","4.9900000000000000","Action"
"Michoacn de Ocampo","10","4.8900000000000000","Sports"
"Michoacn de Ocampo","5","5.3900000000000000","Sci-Fi"
"Michoacn de Ocampo","4","5.7400000000000000","Travel"
"Michoacn de Ocampo","4","5.9900000000000000","Games"
"Michoacn de Ocampo","3","6.6566666666666667","Documentary"
"Michoacn de Ocampo","2","4.4900000000000000","New"
"Michoacn de Ocampo","1","4.9900000000000000","Classics"
"Midi-Pyrnes","5","4.1900000000000000","Action"
"Midi-Pyrnes","3","5.3233333333333333","Comedy"
"Midi-Pyrnes","3","4.6566666666666667","Sports"
"Midi-Pyrnes","1","4.9900000000000000","Documentary"
"Midi-Pyrnes","1","6.9900000000000000","Drama"
"Midi-Pyrnes","1","4.9900000000000000","New"
"Midi-Pyrnes","1","5.9900000000000000","Animation"
"Mie","3","6.3233333333333333","New"
"Mie","2","4.4900000000000000","Games"
"Mie","2","5.4900000000000000","Comedy"
"Mie","2","6.4900000000000000","Music"
"Mie","1","5.9900000000000000","Animation"
"Mie","1","8.9900000000000000","Classics"
"Mie","1","4.9900000000000000","Family"
"Mie","1","4.9900000000000000","Foreign"
"Minas Gerais","10","5.0900000000000000","Sci-Fi"
"Minas Gerais","9","5.3233333333333333","Sports"
"Minas Gerais","8","4.3650000000000000","Animation"
"Minas Gerais","4","4.7400000000000000","Music"
"Minas Gerais","4","4.4900000000000000","Games"
"Minas Gerais","4","4.4900000000000000","Horror"
"Minas Gerais","4","6.2400000000000000","Comedy"
"Minas Gerais","3","5.3233333333333333","Foreign"
"Minas Gerais","3","6.6566666666666667","New"
"Minas Gerais","1","4.9900000000000000","Travel"
"Minsk","4","4.2400000000000000","Drama"
"Minsk","4","7.7400000000000000","Action"
"Minsk","4","5.9900000000000000","Classics"
"Minsk","3","4.3233333333333333","New"
"Minsk","3","4.3233333333333333","Games"
"Minsk","2","5.4900000000000000","Animation"
"Minsk","2","6.9900000000000000","Horror"
"Minsk","2","6.9900000000000000","Children"
"Minsk","2","5.4900000000000000","Documentary"
"Minsk","2","4.4900000000000000","Music"
"Miranda","3","5.9900000000000000","Documentary"
"Miranda","2","6.4900000000000000","Drama"
"Miranda","2","6.4900000000000000","Travel"
"Miranda","1","4.9900000000000000","Games"
"Miranda","1","4.9900000000000000","New"
"Missouri","6","4.1566666666666667","Animation"
"Missouri","4","4.4900000000000000","New"
"Missouri","3","5.9900000000000000","Sports"
"Missouri","3","5.6566666666666667","Documentary"
"Missouri","1","8.9900000000000000","Sci-Fi"
"Missouri","1","5.9900000000000000","Action"
"Miyazaki","4","4.4900000000000000","Animation"
"Miyazaki","3","5.3233333333333333","Documentary"
"Miyazaki","3","5.3233333333333333","Drama"
"Miyazaki","3","5.3233333333333333","New"
"Miyazaki","2","5.9900000000000000","Foreign"
"Miyazaki","2","4.4900000000000000","Children"
"Miyazaki","1","6.9900000000000000","Games"
"Miyazaki","1","4.9900000000000000","Comedy"
"Mogiljov","3","5.6566666666666667","Sports"
"Mogiljov","1","6.9900000000000000","Foreign"
"Morelos","4","4.9900000000000000","Children"
"Morelos","4","4.2400000000000000","Sports"
"Morelos","4","4.2400000000000000","Sci-Fi"
"Morelos","3","4.3233333333333333","New"
"Morelos","3","5.9900000000000000","Games"
"Morelos","3","5.3233333333333333","Horror"
"Moscow (City)","3","4.9900000000000000","Horror"
"Moscow (City)","2","4.9900000000000000","New"
"Moscow (City)","2","5.9900000000000000","Music"
"Moscow (City)","2","4.9900000000000000","Travel"
"Moscow (City)","1","8.9900000000000000","Foreign"
"Moscow (City)","1","6.9900000000000000","Comedy"
"Moscow (City)","1","4.9900000000000000","Children"
"Moskova","8","4.3650000000000000","Travel"
"Moskova","8","4.3650000000000000","New"
"Moskova","7","5.8471428571428571","Drama"
"Moskova","7","4.4185714285714286","Sports"
"Moskova","6","4.1566666666666667","Music"
"Moskova","5","5.9900000000000000","Games"
"Mwanza","4","6.2400000000000000","Music"
"Mwanza","2","4.9900000000000000","Horror"
"Mwanza","2","5.9900000000000000","Animation"
"Mwanza","1","4.9900000000000000","Comedy"
"Mwanza","1","4.9900000000000000","Sci-Fi"
"Mxico","8","5.3650000000000000","Drama"
"Mxico","7","4.5614285714285714","Foreign"
"Mxico","7","5.1328571428571429","Sports"
"Mxico","6","4.4900000000000000","Animation"
"Mxico","6","4.8233333333333333","Action"
"Mxico","5","4.5900000000000000","Music"
"Mxico","5","5.1900000000000000","Comedy"
"Mxico","4","4.7400000000000000","New"
"Mxico","2","5.4900000000000000","Horror"
"Nagano","4","4.4900000000000000","Games"
"Nagano","1","4.9900000000000000","Drama"
"Nagano","1","4.9900000000000000","Sports"
"Nagano","1","6.9900000000000000","Comedy"
"Nagasaki","5","4.9900000000000000","Comedy"
"Nagasaki","2","4.4900000000000000","Music"
"Nagasaki","2","5.4900000000000000","Animation"
"Nagasaki","1","7.9900000000000000","Travel"
"Nagasaki","1","4.9900000000000000","Foreign"
"Nagasaki","1","5.9900000000000000","Sports"
"Nagasaki","1","5.9900000000000000","Games"
"Nagasaki","1","4.9900000000000000","Documentary"
"Nakhon Sawan","4","4.4900000000000000","Games"
"Nakhon Sawan","4","6.4900000000000000","Music"
"Nakhon Sawan","3","4.3233333333333333","Travel"
"Nakhon Sawan","3","6.9900000000000000","Comedy"
"Nakhon Sawan","3","4.3233333333333333","Family"
"Nakhon Sawan","2","4.4900000000000000","Children"
"Nakhon Sawan","1","4.9900000000000000","Horror"
"Nakhon Sawan","1","7.9900000000000000","New"
"Nam Ha","6","5.4900000000000000","Music"
"Nam Ha","4","6.7400000000000000","Comedy"
"Nam Ha","3","6.6566666666666667","Animation"
"Nam Ha","2","4.9900000000000000","Games"
"Nam Ha","2","6.9900000000000000","Travel"
"Nam Ha","1","4.9900000000000000","Sports"
"Nam Ha","1","4.9900000000000000","Documentary"
"Namibe","5","5.1900000000000000","Animation"
"Namibe","1","4.9900000000000000","Foreign"
"Namibe","1","4.9900000000000000","Family"
"Namibe","1","4.9900000000000000","Action"
"Namibe","1","7.9900000000000000","Sci-Fi"
"Nampula","3","6.3233333333333333","Foreign"
"Nampula","3","5.3233333333333333","Action"
"Nampula","3","4.9900000000000000","Games"
"Nampula","3","4.9900000000000000","New"
"Nampula","2","5.9900000000000000","Sports"
"Nampula","2","5.9900000000000000","Travel"
"Nampula","2","5.4900000000000000","Documentary"
"Nampula","1","4.9900000000000000","Family"
"Nantou","4","4.4900000000000000","New"
"Nantou","4","4.7400000000000000","Games"
"Nantou","3","5.3233333333333333","Sports"
"Nantou","1","4.9900000000000000","Comedy"
"Nantou","1","6.9900000000000000","Documentary"
"National Capital Reg","5","4.7900000000000000","Sci-Fi"
"National Capital Reg","4","5.9900000000000000","Foreign"
"National Capital Reg","3","7.6566666666666667","Children"
"National Capital Reg","3","4.6566666666666667","Family"
"National Capital Reg","2","5.9900000000000000","Travel"
"National Capital Reg","2","4.4900000000000000","Drama"
"National Capital Reg","1","4.9900000000000000","Games"
"Nebraska","4","4.9900000000000000","New"
"Nebraska","3","4.3233333333333333","Drama"
"Nebraska","2","5.9900000000000000","Children"
"Nebraska","2","5.9900000000000000","Comedy"
"Nebraska","2","6.9900000000000000","Travel"
"Nebraska","1","4.9900000000000000","Foreign"
"Nebraska","1","4.9900000000000000","Music"
"Nebraska","1","4.9900000000000000","Sports"
"New Hampshire","2","5.4900000000000000","Action"
"New Hampshire","2","4.4900000000000000","Sci-Fi"
"New Hampshire","1","4.9900000000000000","Music"
"New Hampshire","1","9.9900000000000000","Travel"
"New Hampshire","1","7.9900000000000000","Foreign"
"New Hampshire","1","4.9900000000000000","Family"
"Nghe An","3","4.9900000000000000","Foreign"
"Nghe An","3","4.9900000000000000","Classics"
"Nghe An","1","5.9900000000000000","Sci-Fi"
"Nghe An","1","6.9900000000000000","Games"
"Nghe An","1","4.9900000000000000","Action"
"Nghe An","1","7.9900000000000000","Comedy"
"Nghe An","1","4.9900000000000000","Travel"
"Ninawa","3","4.9900000000000000","Games"
"Ninawa","2","6.4900000000000000","Foreign"
"Ninawa","2","5.4900000000000000","Action"
"Ninawa","2","5.4900000000000000","New"
"Ninawa","1","9.9900000000000000","Drama"
"Ningxia","4","4.7400000000000000","Sports"
"Ningxia","3","4.9900000000000000","Travel"
"Ningxia","2","5.4900000000000000","Action"
"Ningxia","2","4.9900000000000000","Comedy"
"Ningxia","2","6.9900000000000000","Children"
"Ningxia","1","4.9900000000000000","Games"
"Ningxia","1","6.9900000000000000","Music"
"Ningxia","1","4.9900000000000000","Foreign"
"Ningxia","1","5.9900000000000000","Horror"
"Ningxia","1","6.9900000000000000","Documentary"
"Nizni Novgorod","2","4.9900000000000000","Classics"
"Nizni Novgorod","2","4.4900000000000000","Animation"
"Nizni Novgorod","1","5.9900000000000000","Sci-Fi"
"Nizni Novgorod","1","4.9900000000000000","Music"
"Nonthaburi","6","4.3233333333333333","Sci-Fi"
"Nonthaburi","2","5.4850000000000000","Drama"
"Nonthaburi","1","5.9900000000000000","Games"
"Nonthaburi","1","5.9900000000000000","Animation"
"Nonthaburi","1","6.9900000000000000","Classics"
"Nonthaburi","1","4.9900000000000000","New"
"Noord-Brabant","2","5.9900000000000000","Drama"
"Noord-Brabant","1","9.9900000000000000","Documentary"
"Noord-Brabant","1","6.9900000000000000","Action"
"Noord-Brabant","1","6.9900000000000000","Music"
"Noord-Brabant","1","4.9900000000000000","Comedy"
"Nord-Ouest","3","4.6566666666666667","Music"
"Nord-Ouest","3","4.9900000000000000","Foreign"
"Nord-Ouest","2","4.9900000000000000","Family"
"Nord-Ouest","2","4.4900000000000000","Sports"
"Nord-Ouest","2","7.4900000000000000","Documentary"
"Nord-Ouest","1","4.9900000000000000","Drama"
"Nord-Ouest","1","6.9900000000000000","Sci-Fi"
"Nord-Ouest","1","5.9900000000000000","Horror"
"Nord-Ouest","1","5.9900000000000000","Comedy"
"Nordrhein-Westfalen","9","5.1011111111111111","Drama"
"Nordrhein-Westfalen","8","4.4900000000000000","Sports"
"Nordrhein-Westfalen","7","4.2757142857142857","Action"
"Nordrhein-Westfalen","6","4.1566666666666667","Classics"
"Nordrhein-Westfalen","5","5.7900000000000000","New"
"Nordrhein-Westfalen","4","4.7400000000000000","Music"
"Nordrhein-Westfalen","3","6.9900000000000000","Horror"
"Nordrhein-Westfalen","3","6.6566666666666667","Comedy"
"North Austria","3","4.9900000000000000","Animation"
"North Austria","2","4.9900000000000000","Comedy"
"North Austria","2","4.9900000000000000","New"
"North Austria","1","4.9900000000000000","Action"
"North Carolina","4","5.2400000000000000","Animation"
"North Carolina","2","4.4900000000000000","Sci-Fi"
"North Carolina","2","4.4900000000000000","Comedy"
"North Carolina","1","4.9900000000000000","Family"
"North Carolina","1","8.9900000000000000","Foreign"
"North Carolina","1","8.9900000000000000","Drama"
"North West","5","5.3900000000000000","New"
"North West","4","5.2400000000000000","Action"
"North West","4","4.4900000000000000","Games"
"North West","3","5.9900000000000000","Foreign"
"North West","2","5.4900000000000000","Drama"
"North West","1","7.9900000000000000","Documentary"
"Northern","3","4.3233333333333333","Games"
"Northern","3","4.3233333333333333","Travel"
"Northern","3","4.9900000000000000","Classics"
"Northern","2","4.9900000000000000","Sports"
"Northern Cape","3","5.9900000000000000","Horror"
"Northern Cape","2","6.4900000000000000","Comedy"
"Northern Cape","2","8.9900000000000000","New"
"Northern Cape","2","5.4900000000000000","Documentary"
"Northern Cape","1","8.9900000000000000","Games"
"Northern Cape","1","5.9900000000000000","Family"
"Northern Mindanao","8","4.4900000000000000","Animation"
"Northern Mindanao","4","5.2400000000000000","New"
"Northern Mindanao","3","4.3233333333333333","Classics"
"Northern Mindanao","3","5.6566666666666667","Foreign"
"Northern Mindanao","2","6.9900000000000000","Action"
"Northern Mindanao","2","4.4900000000000000","Family"
"Northern Mindanao","1","4.9900000000000000","Documentary"
"Northern Mindanao","1","7.9900000000000000","Horror"
"Nothwest Border Prov","2","4.9900000000000000","Documentary"
"Nothwest Border Prov","1","4.9900000000000000","Action"
"Nothwest Border Prov","1","7.9900000000000000","Animation"
"Nothwest Border Prov","1","6.9900000000000000","Travel"
"Nova Scotia","3","5.9900000000000000","Animation"
"Nova Scotia","2","4.4900000000000000","Horror"
"Nova Scotia","2","4.4900000000000000","Classics"
"Nova Scotia","1","4.9900000000000000","Action"
"Nyanza","3","4.9900000000000000","Sports"
"Nyanza","2","4.9900000000000000","Music"
"Nyanza","2","6.9900000000000000","Animation"
"Nyanza","2","6.9900000000000000","Family"
"Nyanza","1","5.9900000000000000","Comedy"
"Nyanza","1","4.9900000000000000","Action"
"Nyanza","1","4.9900000000000000","Horror"
"Oaxaca","3","5.3233333333333333","Drama"
"Oaxaca","3","5.9900000000000000","Action"
"Oaxaca","2","5.4900000000000000","Animation"
"Oaxaca","1","4.9900000000000000","Sports"
"Oaxaca","1","4.9900000000000000","Foreign"
"Oaxaca","1","4.9900000000000000","Horror"
"OHiggins","2","4.9900000000000000","Horror"
"OHiggins","2","6.9900000000000000","New"
"OHiggins","2","5.4900000000000000","Comedy"
"OHiggins","2","4.4900000000000000","Animation"
"OHiggins","1","4.9900000000000000","Games"
"OHiggins","1","6.9900000000000000","Music"
"Ohio","7","4.8471428571428571","Comedy"
"Ohio","6","5.6566666666666667","Horror"
"Ohio","4","6.2400000000000000","Animation"
"Ohio","3","4.9900000000000000","Documentary"
"Ohio","3","5.9900000000000000","Games"
"Ohio","2","7.9900000000000000","Sci-Fi"
"Ohio","1","7.9900000000000000","Travel"
"Okayama","8","4.8650000000000000","Horror"
"Okayama","7","4.5614285714285714","Games"
"Okayama","6","4.8233333333333333","Comedy"
"Okayama","5","5.1900000000000000","Foreign"
"Okayama","4","4.2400000000000000","Sports"
"Okayama","3","4.6566666666666667","Animation"
"Okayama","3","4.6566666666666667","Action"
"Okayama","2","5.4900000000000000","New"
"Okayama","2","5.9900000000000000","Drama"
"Okayama","2","5.4900000000000000","Sci-Fi"
"Okayama","1","6.9900000000000000","Travel"
"Okayama","1","4.9900000000000000","Music"
"Okinawa","3","4.3233333333333333","Animation"
"Okinawa","3","4.3233333333333333","Music"
"Okinawa","3","4.3233333333333333","Family"
"Okinawa","2","5.9900000000000000","Sports"
"Okinawa","2","4.9900000000000000","Travel"
"Okinawa","1","4.9900000000000000","Documentary"
"Okinawa","1","4.9900000000000000","Foreign"
"Okinawa","1","4.9900000000000000","Drama"
"Ondo & Ekiti","8","5.3650000000000000","Foreign"
"Ondo & Ekiti","7","4.2757142857142857","Sci-Fi"
"Ondo & Ekiti","6","4.8233333333333333","Action"
"Ondo & Ekiti","5","4.3900000000000000","New"
"Ondo & Ekiti","5","4.1900000000000000","Family"
"Ondo & Ekiti","5","4.1900000000000000","Horror"
"Ondo & Ekiti","4","5.4900000000000000","Games"
"Ondo & Ekiti","4","5.7400000000000000","Travel"
"Ondo & Ekiti","2","4.4900000000000000","Music"
"Ontario","10","4.2900000000000000","Sci-Fi"
"Ontario","6","6.1566666666666667","Comedy"
"Ontario","6","4.9900000000000000","Children"
"Ontario","5","5.3900000000000000","Games"
"Ontario","4","6.9900000000000000","Music"
"Ontario","3","5.6566666666666667","Classics"
"Ontario","2","4.9900000000000000","Horror"
"Ontario","2","5.9900000000000000","New"
"Ontario","2","6.9900000000000000","Documentary"
"Oriental","3","5.6566666666666667","Documentary"
"Oriental","3","4.6566666666666667","Action"
"Oriental","2","4.4900000000000000","Family"
"Oriental","2","6.9900000000000000","Animation"
"Oriental","2","4.4900000000000000","Games"
"Oriental","1","6.9900000000000000","Drama"
"Osaka","6","4.1566666666666667","Animation"
"Osaka","3","4.9900000000000000","Travel"
"Osaka","3","5.3233333333333333","Documentary"
"Osaka","2","4.9900000000000000","New"
"Osaka","1","4.9900000000000000","Foreign"
"Osmaniye","4","4.4900000000000000","Classics"
"Osmaniye","3","6.3233333333333333","Foreign"
"Osmaniye","3","5.3233333333333333","Drama"
"Osmaniye","3","4.9900000000000000","Sports"
"Osmaniye","2","9.9900000000000000","Animation"
"Osmaniye","2","5.4900000000000000","New"
"Osmaniye","2","6.4900000000000000","Sci-Fi"
"Oyo & Osun","9","4.5455555555555556","Documentary"
"Oyo & Osun","8","4.9900000000000000","Sci-Fi"
"Oyo & Osun","8","4.8650000000000000","Sports"
"Oyo & Osun","8","4.8650000000000000","Children"
"Oyo & Osun","8","4.6150000000000000","Drama"
"Oyo & Osun","7","5.8471428571428571","New"
"Oyo & Osun","4","4.2400000000000000","Music"
"Oyo & Osun","4","6.2400000000000000","Family"
"Oyo & Osun","1","6.9900000000000000","Games"
"Par","5","4.1900000000000000","Sports"
"Par","4","5.2400000000000000","Animation"
"Par","3","4.3233333333333333","Children"
"Par","2","6.4900000000000000","Comedy"
"Par","2","4.9900000000000000","Games"
"Par","2","8.4900000000000000","New"
"Par","2","5.9900000000000000","Foreign"
"Par","1","4.9900000000000000","Travel"
"Paran","3","4.3233333333333333","Classics"
"Paran","2","4.4900000000000000","Foreign"
"Paran","2","5.4900000000000000","Action"
"Paran","1","4.9900000000000000","Games"
"Paran","1","4.9900000000000000","Travel"
"Paran","1","6.9900000000000000","Documentary"
"Pavlodar","2","5.4900000000000000","Children"
"Pavlodar","2","7.9900000000000000","Family"
"Pays de la Loire","2","4.9900000000000000","Drama"
"Pays de la Loire","1","4.9900000000000000","New"
"Pays de la Loire","1","4.9900000000000000","Comedy"
"Pays de la Loire","1","4.9900000000000000","Classics"
"Pays de la Loire","1","7.9900000000000000","Children"
"Perak","3","5.3233333333333333","Games"
"Perak","2","4.9900000000000000","Foreign"
"Perak","2","5.4900000000000000","Horror"
"Perak","2","5.9900000000000000","Travel"
"Perak","1","5.9900000000000000","Music"
"Pernambuco","3","4.9900000000000000","Family"
"Pernambuco","2","5.9900000000000000","Action"
"Pernambuco","2","6.4900000000000000","Sports"
"Pernambuco","1","4.9900000000000000","Classics"
"Pernambuco","1","4.9900000000000000","Horror"
"Pernambuco","1","6.9900000000000000","Games"
"Phnom Penh","3","6.3233333333333333","Sports"
"Phnom Penh","3","4.9900000000000000","Documentary"
"Phnom Penh","1","4.9900000000000000","Animation"
"Piemonte","2","6.4900000000000000","Sports"
"Piemonte","2","9.9900000000000000","Comedy"
"Piemonte","2","5.4900000000000000","Classics"
"Piemonte","1","5.9900000000000000","Sci-Fi"
"Piemonte","1","7.9900000000000000","Family"
"Pietari","3","6.3233333333333333","Sports"
"Pietari","3","4.6566666666666667","Classics"
"Pietari","3","4.6566666666666667","Sci-Fi"
"Pietari","2","8.4900000000000000","Music"
"Pietari","2","7.4900000000000000","Comedy"
"Pietari","2","4.4900000000000000","Travel"
"Pietari","1","4.9900000000000000","Drama"
"Pietari","1","5.9900000000000000","Action"
"Piura","4","4.2400000000000000","Foreign"
"Piura","2","5.9900000000000000","Games"
"Piura","1","5.9900000000000000","Animation"
"Piura","1","4.9900000000000000","Comedy"
"Pohjois-Pohjanmaa","3","4.6566666666666667","Action"
"Pohjois-Pohjanmaa","3","4.6566666666666667","Sports"
"Pohjois-Pohjanmaa","2","5.9900000000000000","Children"
"Ponce","4","5.4900000000000000","Foreign"
"Ponce","2","4.9900000000000000","Sports"
"Ponce","2","6.4900000000000000","Horror"
"Ponce","1","6.9900000000000000","Sci-Fi"
"Provence-Alpes-Cte","2","4.4900000000000000","Travel"
"Provence-Alpes-Cte","2","7.4900000000000000","Animation"
"Provence-Alpes-Cte","2","4.9900000000000000","New"
"Provence-Alpes-Cte","1","4.9900000000000000","Music"
"Puebla","3","5.3233333333333333","Drama"
"Puebla","3","4.9900000000000000","Animation"
"Puebla","3","4.6566666666666667","Family"
"Puebla","3","6.6566666666666667","Foreign"
"Puebla","2","5.4900000000000000","Comedy"
"Puebla","2","6.9900000000000000","Horror"
"Puebla","1","5.9900000000000000","Games"
"Puebla","1","5.9900000000000000","Travel"
"Puerto Plata","3","5.6566666666666667","New"
"Puerto Plata","2","5.4900000000000000","Sports"
"Puerto Plata","1","7.9900000000000000","Drama"
"Puerto Plata","1","4.9900000000000000","Travel"
"Punjab","10","4.0900000000000000","Travel"
"Punjab","9","4.9900000000000000","Sports"
"Punjab","8","4.7400000000000000","Foreign"
"Punjab","7","4.8471428571428571","Family"
"Punjab","6","4.3233333333333333","Classics"
"Punjab","5","4.5900000000000000","Comedy"
"Punjab","4","5.2400000000000000","New"
"Punjab","4","6.9900000000000000","Sci-Fi"
"Punjab","4","5.4900000000000000","Documentary"
"Punjab","3","4.6566666666666667","Horror"
"Punjab","2","5.4900000000000000","Games"
"Punjab","2","6.4900000000000000","Animation"
"Pyongyang-si","5","5.1900000000000000","Music"
"Pyongyang-si","2","4.4900000000000000","Games"
"Pyongyang-si","2","4.9900000000000000","Sports"
"Pyongyang-si","2","5.9900000000000000","Children"
"Pyongyang-si","1","4.9900000000000000","Sci-Fi"
"Pyongyang-si","1","5.9900000000000000","Horror"
"Qaraghandy","3","4.3233333333333333","Comedy"
"Qaraghandy","3","6.6566666666666667","Action"
"Qaraghandy","2","6.4900000000000000","Sports"
"Qaraghandy","1","4.9900000000000000","Animation"
"Qaraghandy","1","5.9900000000000000","New"
"Qaraghandy","1","4.9900000000000000","Family"
"Qaraghandy","1","4.9900000000000000","Drama"
"Qaraghandy","1","5.9900000000000000","Foreign"
"Qaraghandy","1","7.9900000000000000","Games"
"Qina","2","5.9900000000000000","Classics"
"Qina","2","4.9900000000000000","Drama"
"Qina","1","4.9900000000000000","Children"
"Qina","1","5.9900000000000000","Horror"
"Qina","1","4.9900000000000000","Music"
"Qubec","2","5.4900000000000000","Sci-Fi"
"Qubec","2","5.4900000000000000","Travel"
"Qubec","2","6.4900000000000000","Games"
"Qubec","1","6.9900000000000000","Drama"
"Qubec","1","4.9900000000000000","New"
"Rabat-Sal-Zammour-Z","3","5.6566666666666667","Sports"
"Rabat-Sal-Zammour-Z","2","4.9900000000000000","Games"
"Rabat-Sal-Zammour-Z","2","5.4900000000000000","Animation"
"Rabat-Sal-Zammour-Z","2","8.9900000000000000","Foreign"
"Rabat-Sal-Zammour-Z","2","6.9900000000000000","Family"
"Rabat-Sal-Zammour-Z","1","5.9900000000000000","Sci-Fi"
"Rajasthan","9","4.8788888888888889","Foreign"
"Rajasthan","8","5.3650000000000000","Children"
"Rajasthan","7","4.4185714285714286","Games"
